guid,sentence,translation,freq ranks,audio,tags
j8`SOK<FoL,"Hvad tror du, hun vil gøre?",What do you think she is going to do?,[ 38 74 7 39 20 115 ], [sound:googletts-a0f6762d-5697f9b1-8e2490ae-3e428f5b-2613f063.mp3],CardType::Sentence
bLYg$HyVs&,Taler du fransk hver dag?,Do you speak French every day?,[ 49 7 100 88 87 ], [sound:googletts-a2c46436-a916f98b-a842b4fc-f9f6729e-310159b8.mp3],CardType::Sentence
"c&g%N,uIZ2",Kan de ikke tale fransk?,Can't they speak French?,[ 13 37 5 64 100 ], [sound:googletts-35d928bf-d9ba32e5-e201edf2-51381abe-61581b5d.mp3],CardType::Sentence
r5F4zqib3X,Kan du lide fransk?,Do you like French?,[ 13 7 33 100 ], [sound:googletts-a58bfaaf-f142d0f1-2795a6e6-f81d6773-449a6fb2.mp3],CardType::Sentence
cE!ib7xvg|,Jeg ved ikke hvad klokken er.,I don't know what time it is.,[ 11 26 5 38 123 1 ], [sound:googletts-6773f46c-2597ea0e-dfedc701-c4c1fe60-b3990cdc.mp3],CardType::Sentence
kJ[QpynyZ;,Tom er ikke her.,Tom isn't here.,[ 80 1 5 50 ], [sound:googletts-80d8d203-6e82e95c-f0fa1969-90aa9ad6-766e8700.mp3],CardType::Sentence
w<Uc0faxlA,"Hans kone går med ham, hvor end han går.",His wife goes with him wherever he goes.,[ 72 148 43 17 47 93 34 23 43 ], [sound:googletts-7d01487f-753f7f44-5e72d290-4fa3be2e-6098b498.mp3],CardType::Sentence
qv5e(1;(gb,Jeg taler fransk.,I speak French.,[ 11 49 100 ], [sound:googletts-1742db6c-5b4c9737-5b5f5306-cbd19240-8cc9c79c.mp3],CardType::Sentence
G/>6m-Q14U,De vil have mere.,They want more.,[ 37 20 53 120 ], [sound:googletts-9c97b5a5-d654bf05-1488aac8-300ec1ee-37703cbe.mp3],CardType::Sentence
gZ7?rJ[wk;,Taler I fransk hver dag?,Do you speak French every day?,[ 49 4 100 88 87 ], [sound:googletts-80cf7444-28d8e5d8-f3fe7d2a-ad2e7de6-9c87c478.mp3],CardType::Sentence
OGd)i0_qW9,Jeg taler kun fransk med Tom.,I only speak French with Tom.,[ 11 49 85 100 17 80 ], [sound:googletts-cd9b8d23-a09284bc-c0153ca0-162785c1-81a2354b.mp3],CardType::Sentence
uQNkc&~U9=,Jeg ved hvor du bor.,I know where you live.,[ 11 26 93 7 67 ], [sound:googletts-c104c74f-bd181cab-6535cc3d-7ffda6bd-a645c6c3.mp3],CardType::Sentence
u|H5UhFXb/,Jeg tror ikke Tom taler fransk.,I don't think Tom speaks French.,[ 11 74 5 80 49 100 ], [sound:googletts-149806b3-1bd087f9-4cc5ef43-0da75375-62c113db.mp3],CardType::Sentence
Kb%:zb9v:),Er der noget du ønsker at sige?,Do you have anything you want to say?,[ 1 28 41 7 56 3 126 ], [sound:googletts-e53b5b0e-55e77023-d725626c-3ab42c5e-126a1cb2.mp3],CardType::Sentence
"k3,G-[`9oX",Dette er alt hvad jeg ved.,This is all I know.,[ 63 1 118 38 11 26 ], [sound:googletts-f2876fdc-d7ab187d-77017d80-70ba6733-f557a932.mp3],CardType::Sentence
O@uYrDdnsH,Ønsker du at jeg skal gå?,Do you want me to leave?,[ 56 7 3 11 79 77 ], [sound:googletts-f9d5ce47-4f7a564d-1a57c9bd-03c08fba-8ae51b11.mp3],CardType::Sentence
OUxnVS]_pn,Jeg ønsker at tale fransk.,I want to speak in French.,[ 11 56 3 64 100 ], [sound:googletts-b732d205-e3e5d404-5b95acf2-53d5445e-06c91dba.mp3],CardType::Sentence
I`tR:&.QtU,Taler du fransk?,Do you speak French?,[ 49 7 100 ], [sound:googletts-16254c3b-c6e483cf-2b18e214-8c0100b2-3898929d.mp3],CardType::Sentence
b5#jet#>PJ,Du kommer.,You are coming.,[ 7 71 ], [sound:googletts-4c4afd55-1c460e94-c60fcfdf-7cea62f5-4ed23ef7.mp3],CardType::Sentence
pmQhH^kKfH,Jeg ved ikke hvad jeg skal gøre.,I don't know what to do.,[ 11 26 5 38 11 79 115 ], [sound:googletts-19e2fc89-b62fda0d-7dbee127-01708769-48ef8a93.mp3],CardType::Sentence
l+j=4u025u,Er det der fransk?,Is that French?,[ 1 12 28 100 ], [sound:googletts-12f87d09-7a34d14c-a94b7a2f-5639bd44-b94ba8c5.mp3],CardType::Sentence
i4MpK[dk~?,Han bor ikke her mere.,He doesn't live here anymore.,[ 23 67 5 50 120 ], [sound:googletts-e4fd5687-83df101c-a39e4ccf-71d58992-b7f9498a.mp3],CardType::Sentence
KF9nDd3ttl,Hvor bor du?,Where do you live?,[ 93 67 7 ], [sound:googletts-1a74be8b-5050721e-6b68a08c-f0e6bab4-8bdb4eb9.mp3],CardType::Sentence
"G,T4f&-^KB",Vi kan ikke hjælpe dig med det.,We can't help you with that.,[ 46 13 5 145 31 17 12 ], [sound:googletts-5a633d77-9d8a09c1-32526e57-05b8e7c1-6fa6667a.mp3],CardType::Sentence
"9F,;=^kn9",Tom taler lige så godt fransk som jeg.,Tom speaks French as well as me.,[ 80 49 111 21 78 100 27 11 ], [sound:googletts-c84e4240-867e31ed-4633b556-e6a8dbbb-a4a7d021.mp3],CardType::Sentence
xft]s2cT[~,Hvad sagde han?,What did he say?,[ 38 104 23 ], [sound:googletts-01c21f2e-3ac1d908-e4375330-0d4da37c-28242194.mp3],CardType::Sentence
N4U9VTRy#;,Jeg taler altid fransk med Tom.,I always speak French with Tom.,[ 11 49 94 100 17 80 ], [sound:googletts-18632327-4be8e214-013eca04-d302090a-a993aefb.mp3],CardType::Sentence
In]v-i9nf4,Tom kan ikke tale meget fransk.,Tom can't speak much French.,[ 80 13 5 64 29 100 ], [sound:googletts-9c89f937-203d82a2-d13376c6-6253a47b-16691adf.mp3],CardType::Sentence
qN:)ZQFN/c,Hun kom ikke.,She did not come.,[ 39 96 5 ], [sound:googletts-fdbebc51-834fab81-2de66732-c1d5fd3c-aa37cbb2.mp3],CardType::Sentence
ux1TFgOsD?,Er der nogen her der taler fransk?,Does someone here speak French?,[ 1 28 124 50 28 49 100 ], [sound:googletts-d7b81c13-7e0a6aeb-9ba9a6e1-61df0fe0-d92bb02f.mp3],CardType::Sentence
o~9}C.F~{H,Tom kan ikke lide at tale fransk.,Tom doesn't like to speak French.,[ 80 13 5 33 3 64 100 ], [sound:googletts-d28d5c53-f3d65206-a4325c0c-ceb7005a-bf7a934d.mp3],CardType::Sentence
vM7$^t2P<J,Han købte den ikke.,He didn't buy it.,[ 23 106 24 5 ], [sound:googletts-b29994ca-0f5ecadc-d208bd29-5d302789-c7ed4e94.mp3],CardType::Sentence
Q~ZdC]oKyJ,Kender hun dig?,Does she know you?,[ 110 39 31 ], [sound:googletts-556d03db-d6775c3b-9e91fb7a-e59823f8-c9e0c569.mp3],CardType::Sentence
gNDcBHcu?],Jeg er ikke din mor.,I'm not your mother.,[ 11 1 5 30 116 ], [sound:googletts-311dce64-7d32358f-1f50703a-9a29222d-53dbec47.mp3],CardType::Sentence
Fgj.--g`K|,Kan nogen her tale fransk?,Can anyone here speak French?,[ 13 124 50 64 100 ], [sound:googletts-4070834b-fa43b944-b22be51a-fafd0375-88243b24.mp3],CardType::Sentence
G)&}y*(-~k,Hvad har du gang i?,What are you doing now?,[ 38 6 7 113 4 ], [sound:googletts-e759debd-367e4875-c71a76f8-30374059-6188a6d7.mp3],CardType::Sentence
dx%NxbU@6h,De købte den.,They bought it.,[ 37 106 24 ], [sound:googletts-3c0eca2a-bfef4a41-c99447dc-f49d5842-a30dd4cd.mp3],CardType::Sentence
PBK<7e4u/4,Denne her bog er til dig.,This book is for you.,[ 52 50 140 1 8 31 ], [sound:googletts-8aacf909-e999d7ea-8be09abd-8054dbf2-9a0c91aa.mp3],CardType::Sentence
QC=K;I4v?P,Han kender ingen af os.,He doesn't know any of us.,[ 23 110 83 14 73 ], [sound:googletts-8b1674de-f7b7afc9-7c79cfb2-7a32d939-a653c47b.mp3],CardType::Sentence
c/p;B[u&2O,"Lige meget hvor meget hun spiser, så tager aldrig på i vægt.","No matter how much she eats, she never gains weight.",[ 111 29 93 29 39 119 21 66 61 9 4 ], [sound:googletts-ef549486-133884ec-018ebd86-1393b670-9b7000de.mp3],CardType::Sentence
"h,JrV1I)JJ",Tom ønsker at lære fransk.,Tom wants to learn French.,[ 80 56 3 121 100 ], [sound:googletts-7dd5b7e2-45588a57-8b5b35e4-d08d694d-b4f01be5.mp3],CardType::Sentence
t.ek));}i[,Jeg elsker min mor.,I love my mum.,[ 11 57 25 116 ], [sound:googletts-6ad2feae-cfb0f9a4-01ea6f48-2a82a82a-ab1561a8.mp3],CardType::Sentence
r;Ac{eai9^,Han tror han ved alt.,He believes he knows everything.,[ 23 74 23 26 118 ], [sound:googletts-cd664104-161033b8-c04f55af-7c52aab7-d54cf228.mp3],CardType::Sentence
bnRjLCfk-q,Tom sagde at han ville hjælpe Mary.,Tom said he was going to help Mary.,[ 80 104 3 23 65 145 75 ], [sound:googletts-bbe47cbf-53675569-2337b8ce-5a1165c5-e6f9b986.mp3],CardType::Sentence
M5;Gyin$i~,Jeg elsker dig mere dag for dag.,I love you more and more each day.,[ 11 57 31 120 87 10 87 ], [sound:googletts-1c7a3b86-7febc577-42cc3914-d3cb6508-47f330dc.mp3],CardType::Sentence
"m6,CC&mcNe",Kom med mig!,Come with me!,[ 96 17 19 ], [sound:googletts-6d221cc4-71711471-780531af-cdf06f40-ee2edb07.mp3],CardType::Sentence
gt12Nmg>LF,Jeg kommer ikke i dag.,I am not coming today.,[ 11 71 5 4 87 ], [sound:googletts-7cdfb233-c499b30b-5ce7685c-3c385b7b-4b6b3ef5.mp3],CardType::Sentence
oysPM<7)Xx,Tom kan ikke tale fransk.,Tom can't speak French.,[ 80 13 5 64 100 ], [sound:googletts-59ad830d-e1997f9c-313bd7b5-9d7a8a94-b47d6233.mp3],CardType::Sentence
LW/>Nf_k=u,Jeg ved ikke hvad jeg skal sige til Tom.,I don't know what to say to Tom.,[ 11 26 5 38 11 79 126 8 80 ], [sound:googletts-c9314660-9e0f2713-158925cb-8d2a68a6-cf9cbe6c.mp3],CardType::Sentence
q9KCuQ#]t?,Taler du til din hund?,Do you talk to your dog?,[ 49 7 8 30 127 ], [sound:googletts-75bf4991-25c94f60-3cece55d-8c0312c7-8b107d66.mp3],CardType::Sentence
"MnV;GfX,,>","Det er mit, ikke hendes.","It's mine, not hers.",[ 12 1 62 5 97 ], [sound:googletts-ec82dd93-a00adede-73084c37-68233087-a6765f9d.mp3],CardType::Sentence
Ns--%]!R%A,Jeg elsker dig mere og mere for hver dag der går.,I love you more and more each day.,[ 11 57 31 120 16 120 10 88 87 28 43 ], [sound:googletts-5142cd4f-82f42b04-6ce35948-cdb9cd58-8163002c.mp3],CardType::Sentence
"5~cn,?$)(",Kan du ikke tale fransk?,Can't you speak French?,[ 13 7 5 64 100 ], [sound:googletts-a029707b-33fa950b-8d72cfd3-4c2dcd26-0173ae7c.mp3],CardType::Sentence
f1oJLDI}=],Jeg tror ikke at hun vil komme.,I don't think that she will come.,[ 11 74 5 3 39 20 131 ], [sound:googletts-6e0938e7-a591a6a8-9824da6d-7c40d9b7-f3ffe3d2.mp3],CardType::Sentence
ll@^o`;Lz8,Jeg har ikke en kat.,I do not have a cat.,[ 11 6 5 2 117 ], [sound:googletts-bd315ea7-cc0cc641-a9965ee5-cad08a59-6cc2aca0.mp3],CardType::Sentence
"wO{mVVh,n|",Gjorde jeg det der?,Did I do that?,[ 112 11 12 28 ], [sound:googletts-387af834-c8e657c4-10c51326-d011cc65-d03e7d11.mp3],CardType::Sentence
qHH}x7;t&I,Hvor var du?,Where were you?,[ 93 18 7 ], [sound:googletts-6d451302-903df7c7-fdcc50f3-b748e40a-d0f8640f.mp3],CardType::Sentence
n97^p]Pn8M,Alle hader hende.,Everybody hates her.,[ 70 161 91 ], [sound:googletts-04275ebb-ab110494-7c977888-0707f05b-be546739.mp3],CardType::Sentence
PP94KY]g0#,Kan du tale fransk?,Can you speak French?,[ 13 7 64 100 ], [sound:googletts-d46e1207-21fab2d9-ba5daa2c-a10584c0-edab6271.mp3],CardType::Sentence
"dip(~,^S/P",Hun kender mig.,She knows me.,[ 39 110 19 ], [sound:googletts-05652a2b-1b882115-c0ffd4e7-97db0f90-eaffefef.mp3],CardType::Sentence
pH!AyQ.#c(,Hvor er han?,Where is he?,[ 93 1 23 ], [sound:googletts-7be36e28-9b41a08a-446569b0-1ac2e449-aed1530d.mp3],CardType::Sentence
qpUPO{B{8C,Gå ikke.,Don't leave.,[ 77 5 ], [sound:googletts-3ce3ded7-39633eae-99f0018a-45bfed4b-bd793ba5.mp3],CardType::Sentence
r?QE<jf=%U,Jeg kan ikke hjælpe dig med dette.,I can't help you with this.,[ 11 13 5 145 31 17 63 ], [sound:googletts-52faca31-82e76dc2-a4bd1f58-d0f20a19-a42afd49.mp3],CardType::Sentence
bkW2%sprY`,Er der nogen her der kan fransk?,Does anyone here know French?,[ 1 28 124 50 28 13 100 ], [sound:googletts-9fc56d1d-3c71f217-7e707186-a52a6d1d-3cd19770.mp3],CardType::Sentence
np.)-2)!9o,De købte det.,They bought it.,[ 37 106 12 ], [sound:googletts-f7ed383f-4a4815b9-96dbc5ed-76788ebb-9293f493.mp3],CardType::Sentence
C>@6X3xxn$,Det er lige meget.,That doesn't matter.,[ 12 1 111 29 ], [sound:googletts-692e4721-7ca6f4f3-7b43d3d9-d93eb3f4-6ce998cb.mp3],CardType::Sentence
NE6Ww2e$>C,Han kom ikke.,He did not come.,[ 23 96 5 ], [sound:googletts-6f84d84e-a2e51b09-0e275fcd-9f94717c-090a3b22.mp3],CardType::Sentence
PC`2W[Jky(,Hun er for gammel til dig.,She's too old for you.,[ 39 1 10 150 8 31 ], [sound:googletts-c49470e8-5f913dbf-0f247ef2-4c0f6d9a-f7ea1b6e.mp3],CardType::Sentence
uQZ.FC;!RY,Tom taler fransk lige så godt som jeg gør.,Tom speaks French as well as I do.,[ 80 49 100 111 21 78 27 11 138 ], [sound:googletts-8b61a78a-6e4eec25-cfc6c7f7-d485a01d-b4b2a359.mp3],CardType::Sentence
"eA,p&aO3BV",Tom drikker hver dag.,Tom drinks every day.,[ 80 184 88 87 ], [sound:googletts-66dd3042-ba372e70-8bbc2358-a32f4fee-465b525f.mp3],CardType::Sentence
yD^LQ#j(-s,Denne hund er din.,This dog is yours.,[ 52 127 1 30 ], [sound:googletts-ea906531-7296ee44-532f431b-6c0c0051-fd7e3616.mp3],CardType::Sentence
k#k2+iqrvz,Hun er for gammel til ham.,She's too old for him.,[ 39 1 10 150 8 47 ], [sound:googletts-749e74aa-cbdfea76-652beec3-01d08108-e0ee89e0.mp3],CardType::Sentence
Ax*-&85ZdO,Du kan komme med mig.,You can come with me.,[ 7 13 131 17 19 ], [sound:googletts-0f727e17-d31b2377-4ef8600e-4ecbbd69-0aef5b5c.mp3],CardType::Sentence
rl!:hS690y,Her er din hund.,Here is your dog.,[ 50 1 30 127 ], [sound:googletts-818c7a35-b39df556-cd5c0f9e-308abb7e-2915d5f6.mp3],CardType::Sentence
em940B)d$G,Vi kender hende ikke.,We don't know her.,[ 46 110 91 5 ], [sound:googletts-fd8a7f52-b88ea2c9-02088c95-43a50cba-ab4fef42.mp3],CardType::Sentence
v#}RbPzT_$,Din hund er her.,Your dog is here.,[ 30 127 1 50 ], [sound:googletts-47d22dd0-77cc00f0-cb1231b8-ae6ca6d2-d601fb47.mp3],CardType::Sentence
tv[AUmYQj^,Jeg tror ikke Tom kan fransk.,I don't think Tom knows French.,[ 11 74 5 80 13 100 ], [sound:googletts-4ff38266-c7a85103-f893f9e7-87f9d193-aa7ed046.mp3],CardType::Sentence
r}6>}$<66d,Han er for gammel til dig.,He's too old for you.,[ 23 1 10 150 8 31 ], [sound:googletts-f9c39ee4-4c82342d-6c5f51f8-9161451a-0436bb5d.mp3],CardType::Sentence
PGv^>;;M`s,Hun er for gammel til mig.,She's too old for me.,[ 39 1 10 150 8 19 ], [sound:googletts-e4aa3c58-9ba906d0-3657ddbc-db3f80f0-b896bbad.mp3],CardType::Sentence
h%M3r>G&CG,Tom forstår fransk.,Tom understands French.,[ 80 175 100 ], [sound:googletts-ad0b533f-6dbbf38a-8a172222-8f320589-fe44016f.mp3],CardType::Sentence
ef{2?mD29h,Han gav den til mig.,He gave it to me.,[ 23 137 24 8 19 ], [sound:googletts-1381d18b-d18bbdc6-1106bec5-5fe4752a-f3c8402a.mp3],CardType::Sentence
f?%>D%oxYI,Gud eksisterer.,God exists.,[ 549 625 ], [sound:googletts-d71bcdae-3bd91ee6-5baf2fca-85340d6d-8f14a2b8.mp3],CardType::Sentence
pNcTP?/~aE,Denne kat er så stor som den der.,This cat is as big as that one.,[ 52 117 1 21 135 27 24 28 ], [sound:googletts-4c5a825f-68496eb9-e8a86059-708bf2bb-29a63d10.mp3],CardType::Sentence
c{hq:.&ocb,Jeg er ikke god til fransk.,I'm not good at French.,[ 11 1 5 84 8 100 ], [sound:googletts-e78115b9-91409595-1156e899-5b35e806-ce26640a.mp3],CardType::Sentence
"PDY{o?Pk0,",Er du god til at tale fransk?,Are you good at speaking French?,[ 1 7 84 8 3 64 100 ], [sound:googletts-f3efad86-24f884b4-d38a2304-4dda3460-9c880eba.mp3],CardType::Sentence
p}$iQB%Ux|,Denne hund er min.,This dog is mine.,[ 52 127 1 25 ], [sound:googletts-e4338459-e2a92102-21383e9b-e3205a0e-c74a71a7.mp3],CardType::Sentence
otJ<C]$pe>,Jeg er for gammel til dig.,I'm too old for you.,[ 11 1 10 150 8 31 ], [sound:googletts-d015ad25-f840e5a9-7c3bc5ba-db36dc1f-ae3c8588.mp3],CardType::Sentence
kXA6qLUDa9,Han er for gammel til mig.,He's too old for me.,[ 23 1 10 150 8 19 ], [sound:googletts-4b60208c-84360682-29abfb72-cf6ed290-917e9fa9.mp3],CardType::Sentence
JZ|YS>PGy?,Han gav det til mig.,He gave it to me.,[ 23 137 12 8 19 ], [sound:googletts-5ecd4438-8de2ed2a-cf0004c3-681199b8-a592def6.mp3],CardType::Sentence
GMLqQ/&6:1,Kan du gøre det?,Can you do that?,[ 13 7 115 12 ], [sound:googletts-d77ff975-6f0689f2-53089ec3-ffa985ce-6ec92003.mp3],CardType::Sentence
L+(YN&gjO>,Det er min kat.,That's my cat.,[ 12 1 25 117 ], [sound:googletts-0582bcc5-292f7a0f-1b4a8e52-b5ecce19-405ede7c.mp3],CardType::Sentence
"e!J~pW|`A,",Du er for gammel til mig.,You're too old for me.,[ 7 1 10 150 8 19 ], [sound:googletts-bcafb207-787de271-dca54f52-aa42d4b3-da7c132f.mp3],CardType::Sentence
ji^~M]@e*,Dette er ikke fransk.,This isn't French.,[ 63 1 5 100 ], [sound:googletts-5f5d1b00-6682598d-67c531b2-8ff0fa14-d7e35e14.mp3],CardType::Sentence
lL9N>~l?I[,Må jeg tage med dig?,May I go with you?,[ 102 11 101 17 31 ], [sound:googletts-754ccd8f-69bf1668-139fe53d-1ea26858-66a8bb4c.mp3],CardType::Sentence
O:HdA3k1DM,Hun tror på alt hvad han siger.,She believes whatever he says.,[ 39 74 9 118 38 23 132 ], [sound:googletts-a12851aa-58bd9de6-738f3ba0-89768c97-f975ee7e.mp3],CardType::Sentence
QeKC[A7I85,Hvor er du?,Where are you?,[ 93 1 7 ], [sound:googletts-667992a8-6e52a247-aeb4ebaa-07293c3c-ae19101b.mp3],CardType::Sentence
zly2<<Yu*&,Er der noget jeg kan gøre for at hjælpe?,Is there anything I can do to help?,[ 1 28 41 11 13 115 10 3 145 ], [sound:googletts-a9562599-b9835b53-6f444f9b-f4f62973-623671ab.mp3],CardType::Sentence
bai5:S[LQ{,Tom døde sidste år.,Tom died last year.,[ 80 203 128 92 ], [sound:googletts-4d53233b-098839d6-6b5eae3b-4796b509-a3af2817.mp3],CardType::Sentence
l&LA?dzf!I,Tom har brug for mig.,Tom needs me.,[ 80 6 109 10 19 ], [sound:googletts-0d52c828-4833db27-fdedb402-b3ed8bb3-7f139d83.mp3],CardType::Sentence
"j,[.vVkG;i",Du kan sige lige hvad du ønsker.,You can say whatever you want.,[ 7 13 126 111 38 7 56 ], [sound:googletts-52e9eb22-21587eff-ad5150f0-1ad16e93-7370904d.mp3],CardType::Sentence
KT}Vpqqzi~,Alle kan gøre det.,Anyone can do it.,[ 70 13 115 12 ], [sound:googletts-d17f9ddf-9c9fe140-a730807e-5b3f1dc0-e2c26f08.mp3],CardType::Sentence
I`=Hh-etNQ,Har Tom været der?,Has Tom been there?,[ 6 80 114 28 ], [sound:googletts-1197a179-f3cce5f3-2ffbe9d3-0a069dab-ac1e4075.mp3],CardType::Sentence
"NMu,^4f@ju",Kan du fransk?,Do you know French?,[ 13 7 100 ], [sound:googletts-9facb1ff-7744e3f9-8bd11a0d-50129f78-8e7bb19c.mp3],CardType::Sentence
Jm&0H;%ypO,Tom er god til fransk.,Tom is good at French.,[ 80 1 84 8 100 ], [sound:googletts-1adc0afc-ff9a7cac-6769afbc-34a03c00-070676c8.mp3],CardType::Sentence
tDeUg*HDE,Hvad har du lavet i går?,What did you do yesterday?,[ 38 6 7 164 4 43 ], [sound:googletts-c4668ff1-de572cd6-fa6c400e-bcdd4591-215f992e.mp3],CardType::Sentence
d1{0m:7Z>,Nu ved vi ikke hvad vi skal gøre.,Now we don't know what to do.,[ 160 26 46 5 38 46 79 115 ], [sound:googletts-8a65c7d3-36d84189-d67ecf4c-de63d1af-91fa39c5.mp3],CardType::Sentence
yCdICIwA*m,Jeg kan næsten ikke se.,I can hardly see.,[ 11 13 133 5 54 ], [sound:googletts-87891974-974597ba-b30d32b5-6a8d9fe7-e2613a9b.mp3],CardType::Sentence
m3yq*^$ALF,Vi siger det til Tom.,We'll tell Tom.,[ 46 132 12 8 80 ], [sound:googletts-7bb8d195-5db12ec4-aa36a1bf-a378b74b-b3184c80.mp3],CardType::Sentence
QCnVY.``G:,Jeg har brug for noget at skrive med.,I need something to write with.,[ 11 6 109 10 41 3 136 17 ], [sound:googletts-8782227b-c410dc6d-91117d8e-bf4a22db-3c31f15b.mp3],CardType::Sentence
uv{gqn|hN3,Jeg er for gammel til ham.,I'm too old for him.,[ 11 1 10 150 8 47 ], [sound:googletts-3ad6fca5-b4dbc998-37381309-34091434-b8f7f60f.mp3],CardType::Sentence
M8rC]SjP0E,Nu eller aldrig.,It's now or never.,[ 160 76 61 ], [sound:googletts-f6bcaab3-6cbbd52b-46fa56c0-6a1dc741-d097dad3.mp3],CardType::Sentence
s}-Iiovj5?,Vi er ved at lære fransk.,We're learning French.,[ 46 1 26 3 121 100 ], [sound:googletts-cab18b61-3a75c321-3a0a198a-eb17195f-b8b89a19.mp3],CardType::Sentence
r=K)b#h}or,Det vil ikke hjælpe dig.,That won't help you.,[ 12 20 5 145 31 ], [sound:googletts-04f55da5-ed0b5cd6-46082855-24e84471-2ce059c2.mp3],CardType::Sentence
M$=TEyLQfj,Hun taler tre sprog.,She speaks three languages.,[ 39 49 103 149 ], [sound:googletts-0083f908-11e17991-7f31064a-54fb1007-824bdd53.mp3],CardType::Sentence
"IN^)n4a-,^",Jeg elsker at lære.,I love learning.,[ 11 57 3 121 ], [sound:googletts-7acb0951-ed7c0700-c26cee16-cfceb47c-988926c9.mp3],CardType::Sentence
i=xyP=;.5Y,Hvad ønsker du at spise?,What would you like to eat?,[ 38 56 7 3 147 ], [sound:googletts-0c8edd3f-836a8019-ee623db5-17468635-e8555c57.mp3],CardType::Sentence
DJ`^f(S-R@,Jeg vil være der i morgen.,I'll be there tomorrow.,[ 11 20 40 28 4 169 ], [sound:googletts-5e22a51e-2a0e79f1-5ba586a6-b6a105c4-6a74ec24.mp3],CardType::Sentence
hU=Jb7Tb!q,Jeg har en kat.,I have a cat.,[ 11 6 2 117 ], [sound:googletts-3f35ad0d-d5f8f886-e9abec93-651199ec-e5d63d30.mp3],CardType::Sentence
GLqomCC+j,Hun er ved at spise.,She is eating.,[ 39 1 26 3 147 ], [sound:googletts-20e2393f-05b9ecd5-f39687bf-b73ea8a3-823578a8.mp3],CardType::Sentence
NCVF9w$q(6,Kender du hende?,Do you know her?,[ 110 7 91 ], [sound:googletts-8a835a54-d4da9511-2f2138b4-388d23a1-85048d6e.mp3],CardType::Sentence
qQXgd4{Ie~,Jeg kan ikke hjælpe dig.,I can't help you.,[ 11 13 5 145 31 ], [sound:googletts-eff328b4-1be0380b-e29921c4-27e2e199-fd1ec5c9.mp3],CardType::Sentence
Hs;M=cwt:),Tom taler fransk bedre end mig.,Tom speaks French better than me.,[ 80 49 100 172 34 19 ], [sound:googletts-cfbedc80-f7362788-60af8cad-6c0b0e96-6fa91a77.mp3],CardType::Sentence
eP6!gJEV=4,Jeg er ikke din far.,I'm not your father.,[ 11 1 5 30 142 ], [sound:googletts-a14fb4af-9014380c-cef37b46-7dea4296-be55d438.mp3],CardType::Sentence
J7z5Zto(90,Hun kan tale tre sprog.,She can speak three languages.,[ 39 13 64 103 149 ], [sound:googletts-5e5bbb69-e33a65b8-a61ada0c-9ab39dc7-5f3abf0e.mp3],CardType::Sentence
vvSu7KR{@K,Er det en kat?,Is that a cat?,[ 1 12 2 117 ], [sound:googletts-38353378-aff9e71f-a292e826-17b6db0a-8e7a9519.mp3],CardType::Sentence
KfxBRpV*+S,Tom taler fransk virkelig godt.,Tom speaks French really well.,[ 80 49 100 208 78 ], [sound:googletts-81a258f3-7634ba0a-8af6f10a-65ba68ce-8ac05e93.mp3],CardType::Sentence
KM!#~~4$~h,Hvor købte du den?,Where did you buy it?,[ 93 106 7 24 ], [sound:googletts-b4221417-abd325eb-1896943c-70a3fb43-f8260808.mp3],CardType::Sentence
OT^^%mQgIP,"Hun kan lide mig, og jeg kan også lide hende.",She likes me and I like her too.,[ 39 13 33 19 16 11 13 216 33 91 ], [sound:googletts-6d263a81-7b62acb6-c694c3c4-621f7d98-e9b810b8.mp3],CardType::Sentence
j(j^Cf(DRM,Hvad går du og laver?,What are you doing now?,[ 38 43 7 16 158 ], [sound:googletts-d158a393-78e20a36-725e5f27-4fa86208-2c28ae49.mp3],CardType::Sentence
q4xc#Go(L.,Hvor gjorde han det?,Where did he do it?,[ 93 112 23 12 ], [sound:googletts-c81448e1-37e7e3f4-c9306c94-517838b3-09e04021.mp3],CardType::Sentence
b4qbZ;EvFp,Jeg kan lide at skrive på fransk.,I like to write in French.,[ 11 13 33 3 136 9 100 ], [sound:googletts-a9c7b065-1615a03b-9dc02f47-84c4f2ef-1e91f46b.mp3],CardType::Sentence
OJ]=n`+fz3,Har du noget at spise?,Do you have anything to eat?,[ 6 7 41 3 147 ], [sound:googletts-16fd92d0-61db73c8-f0dc6adc-522bc84f-a012b919.mp3],CardType::Sentence
Ixxf9fdF*;,Kan Tom få en hund?,Can Tom get a dog?,[ 13 80 82 2 127 ], [sound:googletts-7191b255-680b2123-113f5a37-2bf290a1-fc2ad257.mp3],CardType::Sentence
zsic0}=v3`,Alle hader dem.,Everybody hates them.,[ 70 161 171 ], [sound:googletts-18d821c8-733ed366-92c6a0f9-d157280d-2a15113d.mp3],CardType::Sentence
jS:gR)bo5D,Hvor gik far hen?,Where did dad go?,[ 93 134 142 237 ], [sound:googletts-51330f34-f349fd53-e1fedc86-68ae3223-75abf51c.mp3],CardType::Sentence
OstHs/:*H-,Han er ved at spise.,He is eating.,[ 23 1 26 3 147 ], [sound:googletts-a6f196bd-63ffcfc2-18384962-23b3aaab-929bcd8d.mp3],CardType::Sentence
